term,component_1,component_2
moderate,-0.12923442452248948,0.3151585822529144
preferred,-0.12899481604420052,0.05036463534744179
appears,-0.12778266511996678,0.19601267090541102
city,-0.12764618428527286,0.025744644337544722
successful,-0.12762945106749962,-0.08395911108650585
sign,-0.127355416640763,-0.07233663537504005
sector,-0.12728380918538368,-0.1745879822355756
definition,-0.12679043221404412,-0.032460578219415476
exploring,-0.12617676671406236,-0.14473874042765159
worldwide,-0.1252681063592226,0.12307980086830148
adverse,-0.12522264625893853,0.3940094611179958
et al,-0.12484783757018894,0.1186027147827308
session,-0.12444236026771831,0.03134524139231067
period,-0.12407941593103097,0.2878721605733222
contributes,-0.12386478509093343,-0.1958168381643572
responsible,-0.123436741956972,0.021826346907665568
selected,-0.12328125025807281,0.1468339992982188
adopted,-0.12303536569710147,-0.04414201195948085
necessity,-0.12296659349508533,-0.10913331295190173
taking,-0.12273287049388452,-0.0043508600808475914
drug,-0.12211605088210715,0.733453155064801
accessibility,-0.12195273948759253,-0.15508447522006616
concerns,-0.12151936718275692,-0.14014247026540158
priority,-0.12078092327232537,0.0035414518820100532
past,-0.12055400265993026,0.031364840391886285
states,-0.12012455067762166,0.08900450461267073
form,-0.11990778819497033,0.027912381527555458
interpretation,-0.119840934640036,0.007093776719134339
learn,-0.11968465905397821,-0.1748902846501363
helpful,-0.11958124736257715,0.0053552145722103005
choice,-0.11955594395589456,0.059939614932770884
diversity,-0.11895199925902954,0.16252519180222003
guiding,-0.11813600601979721,-0.036382492340398975
consumers,-0.11749628603541762,-0.10890713384054741
options,-0.11679904007216463,-0.007037986786519634
trust,-0.11623993277089745,-0.2637829909354113
exists,-0.11603083278031318,0.06588354678172693
markets,-0.11518820865297202,-0.08945689127670067
despite,-0.11518362080029106,0.019603224973601632
empirical,-0.1143502597289282,-0.0811698406726089
contextual,-0.11407185384201621,-0.19800877980562623
textual,-0.11391727117722751,-0.18326464174310317
labor,-0.11379469685951589,-0.053213001661722534
date,-0.11371722469386898,0.06807235157409476
services,-0.11369618888934827,-0.16453735613949916
emphasizing,-0.11277832209709772,-0.24378226290490343
supported,-0.11269247109011793,-0.03404529424491311
settings,-0.11256756316504653,-0.060319199580594764
present study,-0.11217351597464686,0.38263847377902255
divided,-0.11208208221926023,0.22466222846377704
follows,-0.11206458302825739,0.07539357418399881
obstacles,-0.1119019017761069,-0.19035567076171755
preferences,-0.11162924858455685,-0.14718100407790097
interesting,-0.11161752083828469,-0.01646500327135382
right,-0.1110193941756453,0.031002366699350584
hours,-0.11094060673370301,0.21495194072507198
company,-0.11090642546246261,-0.140044355814658
explained,-0.11037166600031857,0.1693622833169384
responses,-0.10972747586745406,0.04345863248629017
investment,-0.10955207359892408,-0.13370429652229238
trial,-0.10943994892119525,0.30773798080201276
contained,-0.10938753525402042,0.26084522908251984
emerged,-0.10918968162517449,-0.09781206745499127
focusing,-0.10826280613178393,-0.15457163594006643
disease,-0.10821286083136868,0.4820922970737656
emotions,-0.10774891483726727,-0.11534759704360369
consider,-0.10749424683623904,-0.02141488300328356
relevant,-0.10692298247668156,-0.05146384130984913
percent,-0.10692215672374666,0.24561873191381534
adapted,-0.10681196182119679,0.0025081480303278123
frequent,-0.10657345532059652,0.21852814531660852
does,-0.10631552469946844,0.04060270847421249
nature,-0.10621681901310907,-0.007129112807863717
face,-0.10550052299460584,-0.11465252738685949
implementing,-0.10500229922494572,-0.18304805446024908
sustainable development,-0.10498096775266275,-0.16203606408268237
quite,-0.10483554863874568,0.045051761506850405
standards,-0.1047082543239136,-0.035298307057502
include,-0.10447854510557573,-0.05924383619673112
taken,-0.10417774099760106,0.14411799423938781
changed,-0.10385295311227895,0.08228433738475671
collaborative,-0.10355947764237851,-0.2913383783996816
companies,-0.10352698775060024,-0.19755746415776462
collect,-0.10292128936653522,-0.06026569562629096
involving,-0.10256566667839696,-0.022822112713235816
adopting,-0.1022586432610291,-0.20127569405772247
pilot,-0.10193533636543803,0.019872594431846965
systematic,-0.10153062726315865,-0.052636008729762256
serve,-0.10148818355306527,-0.03105773133123512
projects,-0.10136286716889904,-0.16159051465065974
benefit,-0.10119180046272234,-0.008689120273622114
purposes,-0.1007905103528497,-0.02415244024297938
analyzes,-0.10077858806512023,-0.1653325694627323
poor,-0.10069592771068499,0.15211344434025817
assessments,-0.09982331628194215,0.033513204041447475
today,-0.0997742554253796,-0.15434576519410342
addressed,-0.09965848240535444,-0.06937810490801967
trials,-0.09928201763300501,0.23483869792781648
describing,-0.0991935054957003,0.03956381700193619
description,-0.09894902578209643,-5.2811917553419345e-05
assistance,-0.09887383668559407,-0.12302447332199318
largely,-0.09880868205407613,0.08695196181678717
return,-0.0986796602095474,0.07713905724325655
establishing,-0.09844760560418375,-0.05781691568937831
linked,-0.0982078599914347,0.120842570381526
presenting,-0.09785932780133741,-0.035500391943723106
followed,-0.09778224973898819,0.268268329244714
preference,-0.09771135706273006,0.014874815904045642
era,-0.09768471570729831,-0.22489955669486286
kind,-0.09761086979421657,-0.015151324277429008
meta,-0.09735758137492893,0.02094175899589146
investigating,-0.09706365966091027,0.03890052926217135
businesses,-0.09701835629668075,-0.3201625147738763
intended,-0.09683967223783543,-0.04766461195457787
resources,-0.09670782103996435,-0.1273056515284326
methods used,-0.09617038206936747,0.0748375251409739
efficacy,-0.09604960591606998,0.1831295322607222
shaped,-0.09592419711832625,0.05297653890115841
innovation,-0.09549403368783618,-0.31222235305475043
needed,-0.09544465128084158,0.06948470363390291
clearly,-0.0954236426333614,0.12608357574294746
study investigates,-0.09516401648261784,-0.12498021241156382
retention,-0.09502969976410178,0.009890403014378307
recognized,-0.09472019216579314,0.05533858874209901
actions,-0.0943046051350276,-0.071987329325951
traits,-0.09409095154792854,0.3259904719826145
section,-0.09385606399689046,0.0730064234164447
exist,-0.09340100866618396,0.041147490299327294
injury,-0.0932745070204979,0.3577198865708134
consideration,-0.09305572480643477,0.008981128187416807
decades,-0.09298284074077305,0.06089475798048241
paper aims,-0.09297858580140939,-0.19708715247034483
early,-0.09290395984272685,0.12092395941625281
regional,-0.09289644161511355,0.09856073002940936
developing,-0.09283922246894592,-0.09936230393573815
com,-0.092780054622004,-0.03405248669036913
table,-0.09259273602349871,0.15788965853371742
databases,-0.0925852802996676,-0.03551205919701222
creation,-0.09240543976694238,-0.21331539162462998
insight,-0.09236805911949683,0.003024444136883705
contributing,-0.092359037066546,-0.029926493444221384
central,-0.09212703331953861,0.07790244840094877
healthcare,-0.09120569732087463,-0.03606931798113191
results indicated,-0.09105919548597721,0.236902271477672
creating,-0.09091776637597807,-0.20673362756485575
experience,-0.09048771658633278,-0.18669002341657776
text,-0.09004987468456468,-0.1330415069457789
collecting,-0.08976745307887211,-0.08689777893280244
learned,-0.08967935519718498,-0.10546873486757995
expert,-0.08958955548785807,-0.1033350759883837
affect,-0.08948895226907574,0.09417249794670646
means,-0.08898260744722962,-0.0032384715766502407
basic,-0.08884467024915864,-0.021069511753491803
turn,-0.08880246269931533,-0.02239367578221012
appropriate,-0.08865850804081875,0.05646091211445906
difficulty,-0.08852436509171298,-0.039050936627486516
start,-0.087989257844213,0.0019034916481378747
idea,-0.08768722482502779,-0.08223833320096878
absence,-0.08725072506339046,0.16986958770021282
examples,-0.08696906084604715,-0.10508322433683363
usefulness,-0.08632708118982828,-0.1304505478523004
situations,-0.08602380611498951,-0.05434289641295823
bank,-0.08595542332496153,-0.019756219320562138
market,-0.08531079182072059,-0.12541918235991756
antibiotics,-0.0849825747086504,1.5316661691694349
severity,-0.08453893185545913,0.4526218435175223
starting,-0.08446671483449036,0.020391316942125922
regulatory,-0.08444785527056739,-0.10823826183289827
origin,-0.08400658264736384,0.33699270773639767
equal,-0.08367942779846113,0.16930082767818477
sections,-0.08315573970023483,0.125677316118087
survival,-0.0831350738932915,0.43765043744453413
northern,-0.08296273998382953,0.35926007219099776
discusses,-0.08158094868008128,-0.18232624568147812
live,-0.08148255294560501,0.009910685910756237
anti,-0.08143086077678884,0.3746967058568471
analyze,-0.08110759146706,-0.04178382458311355
carry,-0.08098640574536493,0.012320617601565402
considerations,-0.0809779096688338,-0.17253879219452617
beneficial,-0.08093323020850042,0.13950424859883565
assessment,-0.08070456266076523,0.07049176307578063
earlier,-0.0803283159467024,0.16207976458614476
benefits,-0.08018686746682321,-0.11221440272634486
ultimately,-0.079983131409204,-0.12270059101178664
elements,-0.0799693269586018,-0.057143158719031036
access,-0.07974000646420476,-0.15466968214801569
affects,-0.07972190469777105,0.10036406475554563
risk,-0.0794203164257416,0.19190655724864164
class,-0.07920220505141028,0.027396063552287055
account,-0.07914950209468291,0.027029839401909332
food,-0.07895988450382467,0.3827402337915847
exposure,-0.07870561110580038,0.3118611132005799
expression,-0.07849231833524101,0.06722031968396266
addressing,-0.07828570167358992,-0.18643621715010264
levels,-0.07828075811525018,0.13065416493772727
pre,-0.07748766996226626,0.08436570483336234
emergence,-0.0774313867510611,0.09020258078724235
treated,-0.07732147197176062,0.5877033570018886
routine,-0.07722702644856895,0.28073434081518955
center,-0.07707746806206822,0.1214889865201187
dominant,-0.07682834512877006,0.19024443824236756
manage,-0.0766621005853512,-0.14215307429294904
rules,-0.07647528363761948,-0.06347164189516061
compliance,-0.07635778742122419,-0.06689121891459993
internal,-0.07608961243467634,0.01916376585235428
diseases,-0.07602352515045072,0.49794281264840723
classes,-0.07597736249510118,0.05499278689816219
treatments,-0.07582815693313805,0.6295633946616483
accounting,-0.07581650606745641,0.05261146387830003
led,-0.07552484614823983,0.04002128727061081
certain,-0.07519110026142396,0.05512192558631407
supporting,-0.07501040221122807,-0.12254909528330814
works,-0.0749612850128783,-0.06696504012764294
cross,-0.07467529585092829,0.13532997810763653
deal,-0.07351550086225267,-0.05829957187664634
decisions,-0.07246793749619616,-0.1119859253281859
development,-0.07234444039564031,-0.0949613972953832
healthy,-0.07205441907109189,0.3622424568943767
enterprises,-0.07131631472645047,-0.247614977694701
matter,-0.07111962640131797,0.18771447851912623
delivery,-0.07050426422689628,-0.144360196034124
southern,-0.07041724791907068,0.37290334524800334
behaviour,-0.07019433980009587,0.059837447478703946
affecting,-0.07010199213817285,0.13405724367312263
causes,-0.06975082736330991,0.23977557739660174
managing,-0.06946353175890184,-0.12399879221489483
plus,-0.06921998333031006,0.23230738022698985
day,-0.06871628442740466,0.2521921986340035
represented,-0.0686063337414141,0.10012601645435674
standardized,-0.06841933991893699,0.08994175562214324
depth,-0.068210935304918,-0.016968573259337268
service,-0.06795394555023115,-0.1585784362663007
common,-0.06715152880471266,0.1637800172184848
occurs,-0.06714536391713645,0.16737396440718144
screening,-0.06710772364678777,0.43943214790155555
stages,-0.06608844434178389,0.012429332929918196
affected,-0.0656040775245664,0.2577678880468864
geographical,-0.06529070030961853,0.08838334853494194
assessing,-0.06526122154399246,0.0766488245140048
overview,-0.06525091618774513,-0.13355925948442665
occurred,-0.06499169454436204,0.3888973108821795
daily,-0.06484993152353398,0.11159443981026763
material,-0.06389604353561051,0.10162605208952427
generally,-0.06365259398338864,0.14476280111914294
establish,-0.06351543438904483,0.038265864737681
sectors,-0.06332195621203093,-0.2009709480119821
given,-0.06318809154939081,0.05108555683651414
investigates,-0.06311057421183532,-0.14401431598059736
updated,-0.062488266494360976,-0.02904688495855709
gut,-0.06220538189795696,1.1359111185279938
consumer,-0.061848424641666774,-0.17218072873293883
orientation,-0.06182219836986767,-0.004909752282891524
solving,-0.06134887187261667,-0.15926259794089953
chosen,-0.06131325217715275,0.05401183896415949
sustainability,-0.06001399288091076,-0.20548133637063368
expressions,-0.0597763720757972,-0.08667112305642259
materials,-0.05958190209106508,0.12844617031758965
spread,-0.05948600476080273,0.29760159284163484
connections,-0.05924672817497419,-0.118539939938342
insufficient,-0.058827103743164216,-0.04152306207370687
implementation,-0.05791829096834185,-0.17716554146310584
important role,-0.057742475341957304,0.053141377362746586
activity,-0.05735543121932333,0.20088117139772182
communicate,-0.05721883447054297,-0.21688274479682176
game,-0.05698053900199331,-0.2148325156174837
competition,-0.05669219107088429,-0.04774578638914369
project,-0.056086937544708115,-0.12675899985341843
create,-0.05603495387735858,-0.18048164569306327
offer,-0.055252012685037405,-0.13840424351780573
effort,-0.05497312360546406,-0.05772411858912084
impacts,-0.05463088769077161,0.029049628953003347
respect,-0.05427884361595426,0.086977782055611
customers,-0.05397952796735893,-0.2612143361358557
modern,-0.05383001391302055,-0.15029892706499956
varied,-0.053597830133191963,0.2349706581357532
versus,-0.05317304470879603,0.2527431199877722
landscape,-0.0528457446948577,-0.20099585720691143
possibilities,-0.0523457074279656,-0.16034144469555997
carried,-0.052103111470629494,0.1895315181044274
major,-0.05209584996966796,0.12515443904974197
sources,-0.05203833429846246,0.06708162419404722
antibiotic,-0.05183201775644281,1.5733467440351925
considered,-0.05179279111791018,0.11816987820493606
degree,-0.050893652897507115,0.11907198143471241
spaces,-0.05087951496093487,-0.1419280090875457
identifies,-0.05071291249641835,-0.20475011081942915
case,-0.05067973484237745,-0.04365795382343374
training,-0.05066204961474769,-0.10432496014620342
black,-0.05052598048190387,0.17470574918814594
proper,-0.050437025879195796,0.08080313757940162
progress,-0.050263454341578084,-0.1194867518924746
planning,-0.0495130454511143,-0.08692280384137481
advance,-0.049035778860071245,-0.10306752252193702
records,-0.049019700902335796,0.05287286533409252
adoption,-0.048309495327763206,-0.28462964722236894
discussed,-0.04794223766730661,0.00984775865536938
technological,-0.047884223155518164,-0.2969736511389309
far,-0.04765437213097965,0.06577712079928663
annual,-0.047055661501912156,0.2307973801177509
rehabilitation,-0.04689159914988225,0.18893566757033356
close,-0.046731533565162346,0.09613417056555354
suggesting,-0.04672234370043649,0.2510738033130255
assist,-0.04660352637852609,-0.10291064241233032
china,-0.04592915320065542,0.10155537675756279
oriented,-0.045873069254677885,-0.16938070331074662
gain,-0.04583033204875233,0.006081251990793002
formed,-0.045751304207617575,0.2182136954149628
https,-0.04528459180326579,-0.07706945972395678
frameworks,-0.04522403615821515,-0.2790256791523309
created,-0.04488366438332318,-0.08253580040615976
explicit,-0.044694635464054,-0.044983004912496675
ambiguity,-0.0442215353535896,-0.0141800612432443
connection,-0.04414538454706933,-0.08181574039390445
select,-0.043940835556720036,-0.005931252351874982
meet,-0.043908960689811906,-0.1022053284216586
focuses,-0.04325991752057882,-0.13057127740587093
panel,-0.04325297794340865,0.1032283454595156
true,-0.04228611454487,0.09654043260164832
communication,-0.042225022921539755,-0.2139810251893439
innovations,-0.04221193820116387,-0.29528079277794017
remain,-0.041970200308811434,0.010879297504529895
summary,-0.04162423170568874,0.11835275237774713
highlighting,-0.041461188280599304,-0.15298166439739055
statistical,-0.04121733003122714,0.14875330520591118
define,-0.04116186002993665,-0.023549004938589153
independent,-0.04100548724687182,0.0917212413856574
sharing,-0.04088288460360058,-0.21944674167467101
local,-0.040788289567888145,0.0541184043889635
gap,-0.04049569973807602,-0.12495390864258868
broad,-0.040354124268595346,0.08964976433583359
thesis,-0.04020693301324907,-0.04483787279645739
tools,-0.03989950940467936,-0.18788802267463137
serves,-0.03974360819025364,-0.15017583791342198
unique,-0.0395611377658441,-0.027154897432921453
employed,-0.03934786085042636,-0.015513082032564426
formation,-0.039295036856671725,0.21709842748760597
forming,-0.039281761714228154,0.16844021937190126
example,-0.03895251300729456,-0.016404510115442222
prepared,-0.03844901356073787,0.2892435873356124
allowed,-0.037991662787538315,0.12293256546953958
subjective,-0.03727076500454466,0.016348975902776824
isolation,-0.037040679543753875,0.4145684722563849
foundation,-0.0369311128181133,-0.11131263622118218
exposed,-0.03671347520698349,0.2919105748738381
microbiota,-0.03665451901905823,1.1876630997680502
stress,-0.03654952852770389,0.29483082493118723
final,-0.03634609019379581,0.057828726023357355
vary,-0.03627097492852296,0.1878330344998366
insights,-0.034776991506229205,-0.19238896379021095
contact,-0.03474327037056374,0.15068983291800422
long term,-0.034536340993653734,0.053926350129350126
surrounding,-0.03424787811992397,0.05380981654225234
closely,-0.03417444846902856,0.14123303634811113
gained,-0.03408553344429578,-0.063900161097485
comparative,-0.03366167165320938,-0.01305206289182017
considers,-0.03326920631363062,-0.07275429702479569
aid,-0.03285232939934868,-0.009398733814935301
left,-0.03262947464588846,0.1939405055382726
distinguished,-0.03247528178201951,0.2671904626721673
strongly,-0.032232623955917215,0.2152203921614758
prevent,-0.03211217082151545,0.19161103332913315
diverse,-0.0316940041505487,-0.12819321695737237
accessible,-0.030156046037980572,-0.18805351618326863
management,-0.030079128179841968,-0.08161444600499901
longer,-0.02995864402490514,0.1653805554732
resilience,-0.029793679865475164,-0.14618008086345471
adaptation,-0.0295614172938082,-0.05671322602750882
pass,-0.029059648480577623,-0.026953364180722465
shift,-0.028680758096120692,-0.060656789957205345
antimicrobial,-0.02840753901061059,1.68376505206105
iii,-0.028309394881537393,0.19939625693366267
trends,-0.027390504696137137,-0.0846480357799125
largest,-0.02717854322685313,0.21864089165824738
open,-0.026947661438655266,-0.08635169442034758
integral,-0.026629043089545182,-0.042963388223607145
audio,-0.025758767523571,-0.18548363836247983
case studies,-0.024869637707380713,-0.2197398154309002
established,-0.02482432876142276,0.10363114312703364
usage,-0.02464123423959606,-0.11841035129497934
facilitate,-0.02408295951398545,-0.1309080029309207
boundaries,-0.023738769122967178,-0.03592943801154878
ones,-0.02367030972954163,0.06856556172157356
prior,-0.023064863423555473,0.09404809513560737
markers,-0.022450616997378377,0.2984839894566639
days,-0.022226933463462592,0.5187917045710067
specialized,-0.021861119745967317,-0.08934091493358064
growing,-0.02165541401137573,-0.05193360927793385
sustainable,-0.02129426614178519,-0.14051387002738042
record,-0.020934765545800926,0.08314204699569122
able,-0.020546004235651283,-0.014237552198212464
takes,-0.020136701506561053,-0.06061861638191864
kinds,-0.02005709963465036,0.01300057900005445
direct,-0.019967629326786886,0.07215454045009112
currently,-0.019899047112671833,0.018370927354941
future,-0.019206603016284855,-0.09280162705921273
ensure,-0.0190033508896958,-0.11736917487372138
digital,-0.01863477802141542,-0.30811512654229845
pathways,-0.018426746958878137,0.14547059695009937
study provides,-0.018322182681642516,0.00547957979347751
improvement,-0.018151847366938076,0.02084344902395415
variance,-0.017309751725859832,0.26785595947908536
fit,-0.017246714430254585,0.07210046932742709
includes,-0.01719697239166054,-0.06986033813272768
resulted,-0.016700358811203932,0.22644269479494358
changing,-0.015766990272865322,-0.07187980988081766
price,-0.015301904376398667,-0.00787202426776831
transparency,-0.015062835889648123,-0.30976475314239343
world,-0.01485862500076039,-0.10043322286020266
contains,-0.014298464449088784,0.05058468372483337
maintain,-0.014049798354401496,-0.017592876904328432
construct,-0.01347073948729974,-0.036203402103729264
board,-0.013398937802398592,-0.038720361862202186
cases,-0.012596732039190919,0.1691171124560995
medium,-0.012554467981507701,0.09603215446803477
coordination,-0.012272784313844268,-0.0791227497105794
reach,-0.011378501099136823,0.023007791307709427
product,-0.011150671546508723,-0.024353013319244183
animals,-0.011018414134462466,0.6549746519341307
reactions,-0.011014540561301165,0.32047196521452315
cause,-0.01098297309285631,0.3154553818043937
speech,-0.01096587839729717,-0.09686608595264835
valuable,-0.010818139130500974,-0.07801543644328651
availability,-0.010766115329915296,-0.005740576986135082
improving,-0.010593095335727174,-0.09793320890565653
plays,-0.010519063150102884,-0.03731321198207007
technical,-0.010328325499841222,-0.17387870639687944
quality,-0.010141315724779802,0.015047142602748592
search,-0.00994556508836314,-0.04156524471871422
emergency,-0.009934402408754225,0.03659708736476731
great,-0.009912127224448552,0.040850119596979866
helps,-0.009903621772958504,-0.12800290302790462
risks,-0.009706711720112013,-0.0453550798675311
consisting,-0.009225283714890608,0.10986256729070021
ease,-0.00908557398134321,-0.17825509337778658
enterprise,-0.008993180306705817,-0.26266574301277246
determining,-0.008935974166405623,0.14551325678530388
strong,-0.0085592130260721,0.07072067263125544
products,-0.008329561862682335,0.08316242395263655
urban,-0.008315437514298446,0.004799460993836848
animal,-0.00815737552588927,0.5785940386808667
implement,-0.008023455466408624,-0.14877625859207658
useful,-0.007853285008779944,0.04841324141163241
link,-0.007724677278574867,-0.008999764154665477
transformation,-0.007344229529366682,-0.19948825936216766
building,-0.007302489581333142,-0.14033446063620209
lot,-0.007190484324837329,-0.08508241265361872
growth,-0.007174268293219924,0.16002484550569915
occur,-0.006547502460901193,0.20330853331088955
providing,-0.006345275973487274,-0.1258816385333886
instead,-0.006058191268124136,0.02136346263151324
events,-0.005745192147474384,0.11958673538425413
vital,-0.005731496651147215,-0.07133916030526619
principal,-0.0036392297268574617,0.16139565022774405
identifying,-0.003420847567678262,-0.030911073379780215
considerable,-0.003183972015230726,0.09809025519556942
lead,-0.003133180760114415,0.08929601241412466
principle,-0.0023974701147197685,0.01481708218981347
increasingly,-0.0012622170657697362,-0.15339917365130035
expected,-0.0011649958613018986,0.03897732324271319
blood,-0.000964474506364634,0.7199485836319287
duration,-0.0009210032948649889,0.37264234886969055
units,-0.0005571588625173585,0.10104823873048452
developments,-0.0005021206853330016,-0.16807760427443397
ecological,-0.0002940137743139235,0.2045536810970448
customer,-0.00010256459628327523,-0.3367576780432625
limited,-2.170517882706397e-05,-0.013315004599461482
reasoning,4.810988225529985e-05,-0.1737655631084049
facilitating,0.00033188662336186477,-0.2017548002266477
analyzing,0.0006874698281265786,-0.0905365724708578
site,0.00085711722578669,0.13073059838225706
steps,0.0015481460695540503,-0.017261030332441644
demands,0.0017550661778986383,-0.1584884741071388
competitive,0.002321478898576374,-0.19285036928235244
gives,0.002391818339599744,-0.010400223661849506
subsequent,0.002737765351542898,0.17511577529460448
acceptable,0.002973340407496905,0.16392353109349345
protection,0.0034942531287100497,4.944352473923714e-05
body,0.0036052152281573218,0.1746833212330158
original,0.004034579071486178,0.03463305361472315
popular,0.004148401669588093,-0.09038370439294408
specifically,0.004298816276047047,-0.052512760196903756
commerce,0.004583971018554734,-0.3572132384473032
rich,0.0046496879413139465,0.035764071571418775
behavior,0.004701184263602322,0.026130070959530842
critical,0.004753757606662819,-0.09861296728158998
potentially,0.005361402405839139,0.15385915035909914
tool,0.005518104747073899,-0.07085588102542523
build,0.006015591521520435,-0.1608830760235883
tailored,0.006229723706360638,-0.1841411261868075
defined,0.0065543995901852364,0.07306646932766614
adapt,0.0071459372263026405,-0.1818067482060818
weak,0.007242326719088086,0.1368093593785707
illustrate,0.007407081094585427,-0.07845461219532357
agents,0.007684272944841588,0.21134770322374238
cover,0.007799141095083975,0.0656011462925651
leading,0.008132323359113227,0.03222089214637629
making,0.008454376864213107,-0.14425200962705934
rise,0.008808557014491918,0.026796906289868878
addresses,0.009571480861560486,-0.20724187521171547
physical,0.00986714527087007,0.05236866396044749
severe,0.010539543990984534,0.3807392607942289
emerging,0.011074956084282762,-0.18548250598351246
describes,0.011365235248973954,-0.06597003188284374
positions,0.011738568976710615,0.02729750197030708
profile,0.01187757356494479,0.3529777577212851
concrete,0.01215703011097752,0.04458264157907211
travel,0.012450600681231024,-0.05233175294560215
videos,0.012546359793168893,-0.18802525382456597
facility,0.013227323830378057,0.08852123567314717
contain,0.013259704531246332,0.1572917737108468
stage,0.013611285502127094,0.06254253458616717
deviation,0.014641763164871896,0.21713628587067427
innovative,0.01525919238940676,-0.2492704494511542
remains,0.015331280981822471,0.04656264607094426
external,0.015594053788400428,-0.03460964636060441
sites,0.01566662652778364,0.21709307651008303
periods,0.015882608113556903,0.2810798236214674
designers,0.0161025285384943,-0.25179174650495356
comprehensive,0.016233883918977003,-0.11650211574757172
representing,0.016293502310998888,0.08960240618525296
fundamental,0.016392964399266144,-0.04205570721849604
learning,0.017069651052467112,-0.2274825963990686
global,0.017086705377995753,0.00016552501587787172
numerous,0.017250037697204935,0.0002051104622363568
offers,0.017443676348346055,-0.1859968521658108
reached,0.017619149661242384,0.1977129195161704
recorded,0.018155362060580972,0.3011401096019058
represent,0.018229602796428566,0.06963200263350974
semantic,0.01826637526397652,-0.11635983558791443
evaluating,0.018712039417158873,-0.002480212195990008
exchange,0.01878104467450771,-0.06879981914927855
numbers,0.018822428905960847,0.2082846661445816
geographic,0.01899876614544232,0.07206988271641171
construction,0.019247014013178257,-0.055052618711445296
involves,0.019554498233568068,-0.07819487464175426
similar,0.01973171226027987,0.20724496625811667
reference,0.020366462667138305,0.09101422434442986
uses,0.02045321593972373,-0.09070257847211272
sufficient,0.020703290462297966,0.10046429024308058
separate,0.021339429995454236,0.13370406916163544
correct,0.02142757727430298,0.062068457028575504
additional,0.021542677912699086,0.07941224769201534
points,0.02186205574932604,0.05688654452959557
film,0.022203367025170635,0.1550838819519302
transition,0.022600437006422263,0.0483556636995322
information,0.022601917825797686,-0.0826586025568287
analytical,0.023502639275107404,0.043184523338951106
classified,0.023572987913375625,0.21896928753366104
underlying,0.023965289629251547,0.0691081186391858
previous studies,0.024358670667389108,0.15552719701362194
shows,0.024380264131307373,0.05551155553587012
bias,0.02454172392365438,0.032903445235514105
representative,0.02465685145203362,0.12586009842648796
evolving,0.024938875231820354,-0.3160296297511684
heart,0.024945587286379065,0.18725792505321115
complete,0.024994548561285287,0.0927845904788555
widespread,0.025133780917156467,0.01990104525152187
placed,0.025412148327396352,0.11176593943935574
design,0.025695758274126804,-0.0966151936698488
high level,0.025715125225948363,-0.015844339492676485
decision making,0.02586358705788852,-0.19807407501452326
equation,0.025975863059257913,0.04507220806829314
investigations,0.026036788414316163,0.21143486409580606
located,0.026171117307625887,0.22361706945085308
proven,0.026947783578716394,0.01695079983250554
sound,0.027068026065976254,-0.005384208772349281
manner,0.027236689533364195,-0.04551915487029964
preliminary,0.02732209880899934,0.07234919248733097
trend,0.027621303138507143,0.1014633132726684
safe,0.027809323058217057,0.09994636745278498
region,0.028220459156751178,0.2679941821415791
measuring,0.028247644137738864,0.09888692167191061
feedback,0.028782695994800704,-0.19788594857053507
tests,0.029396023649637636,0.23580330898350318
multimedia,0.029416770689776404,-0.3428073327814406
studied,0.02976966427120381,0.2894333101009809
occurrence,0.02979263554519888,0.4207899700464137
acquisition,0.03059670079593891,-0.0772327244435686
integrate,0.03068683043856903,-0.21996774508491976
possibility,0.03073034499047643,0.06501216452424388
parts,0.031007143049056832,0.0867540263397617
host,0.03125629088777989,0.4581181081061551
relatively,0.03181737373021867,0.2012599185808333
systematically,0.03249051255607016,-0.009642524929780308
consequently,0.03277896878066691,0.051746553943408546
isolates,0.033124013333798184,1.9730287722221198
structural,0.03403525081277282,0.0476295331986884
electronic,0.03419719632888206,-0.046568637792678516
methodologies,0.03426540452891796,-0.1888530421589171
conservation,0.03435106781805193,0.14117427649057154
line,0.03511040935955028,0.10151576839986214
diagnostic,0.03516744159743105,0.2806654984215593
showing,0.035261352209198175,0.15776442911698726
avoid,0.03531345258743194,0.06897791337434472
effectiveness,0.03556302150144549,-0.08151489851474517
core,0.03566790857978533,-0.061441278450935166
larger,0.03621449959808415,0.20652735780519152
initial,0.03637875836059645,0.12161379279014362
supports,0.03720244895711993,-0.1460842438146606
attributes,0.037208017370349115,-0.028610275115215966
environment,0.03742867834936244,-0.08581978704766545
end,0.03795982449178987,-0.01014902733477393
makes,0.038087009055604464,-0.0711936142544944
increasing,0.03809164488481732,0.05443087579025347
commonly,0.03820445510312745,0.28176071139028
substantial,0.03852395679212569,0.04511550263712241
indicating,0.03864415461875065,0.2563961866467083
index,0.039523330958095584,0.30456591876876743
available,0.03954136133245809,0.04752480587558354
represents,0.03960645944917569,0.026992063342974406
applying,0.03972839723867622,-0.04026956581583194
formulation,0.04023354353964942,0.12900269599666794
presence,0.04071646525214373,0.3658823641630788
considering,0.040730028210594404,0.03138625054511293
free,0.04130774225135385,0.10075407895016077
web,0.04218265302995321,-0.22442402183973004
platforms,0.04250965255590845,-0.3418927706363386
industry,0.04253542665242563,-0.1557768830064152
previously,0.04260890085602382,0.24395288455020225
functional,0.04375856904659732,0.16377722961327495
