term,component_1,component_2
temporal,0.36797731072558726,0.1507743764214734
peak,0.3680173417824113,0.3781129924474944
mechanical,0.3706452205398661,0.2537536642642591
automated,0.3713452726358281,-0.1701576702393345
equations,0.37289289851256113,0.29522121993720407
user interface,0.37659563455052447,-0.2826024978093384
automation,0.3767949837859514,-0.37137574529565776
storage,0.37697087515832267,0.042000084161553104
interface,0.3771301157384585,-0.20993451538676663
load,0.3781021932343529,0.10860832834136415
forest,0.3815855290637877,0.16029820983279855
resolution,0.3858151223279242,0.1955197244700311
reduces,0.38622961829408786,-0.015199272103449858
acoustic,0.3871359569260974,0.15760296831956758
dimensional,0.38917004231354624,0.07231701184523356
heat,0.3907995430891724,0.3898285326875089
radiation,0.3930245182647852,0.4066397968353856
surface,0.3931257844484363,0.4094821166013163
device,0.39372970843246696,-0.07688690419650099
imaging,0.39383993284181606,0.27594788654542707
graphical,0.39575017448461625,-0.16916528616845028
classify,0.39705989527236313,9.805885275382696e-05
haptic,0.39751735959332923,-0.13843534321079728
synthetic,0.3985237100817231,0.18157745424106161
hybrid,0.39928971926489487,-0.10415683328161111
accurately,0.40188219028775346,0.053875754447937525
classification,0.4027722493200715,0.008714130307570643
surfaces,0.4030683440225387,0.3556210548368832
deployment,0.40307778277018236,-0.2650182624188193
low cost,0.4075104592908599,-0.013737703450733928
robots,0.40761963804104695,-0.22915960310054584
architecture,0.4087000673359326,-0.2621832475957758
speed,0.4088057312428175,0.044339878155018546
vehicle,0.4089151434528254,-0.03715843168654276
smart,0.4104361811371837,-0.32962413152435643
delay,0.4117682580926348,0.025963662350622037
predictions,0.4120660783497304,0.12335964574860889
traffic,0.4124321072835292,-0.09382253408585955
configuration,0.4158595879640821,0.0430099229677213
geometry,0.4172277365969372,0.1672985816657335
automatic,0.4189865485625449,-0.09960469921805365
devices,0.4197004017038459,-0.20333985642365016
energy,0.42043504028943984,0.09604961011872634
scheme,0.4214559195966277,-0.017262867015812255
module,0.42314745118037594,-0.14311656638663417
extract,0.42448808576262387,0.17461040059690688
simulated,0.4268347554921359,0.1362785641225991
speech recognition,0.42933259177094785,-0.1880457614948978
wind,0.429671190239971,0.25528589824563724
layers,0.43138916351333356,0.07713751626180584
gestures,0.4333155945213081,-0.2504654439785687
simulations,0.43485076243506404,0.09858851840300775
spatiotemporal,0.43493010157377054,0.2885238023221759
error,0.43507175868984027,0.07009924083563737
network,0.4380005549960843,-0.12548804393450558
motion,0.43944486074244643,0.0655670292159297
numerical,0.4427206629768846,0.22335090786553624
experiments,0.4427601596591781,0.08410988524314514
networks,0.4434329039667778,-0.18261174195673166
detect,0.4447838222625779,0.12332052582658588
angle,0.4481169795423761,0.3046244419786669
vehicles,0.449034985581104,-0.08384337497995367
feature,0.4490878805466486,-0.052488475400812425
estimation,0.45019553121830014,0.15566136446578455
electrical,0.45085034874326635,0.1670042882708555
simulation,0.4583050522376142,0.011744926351281349
channel,0.45898028538374713,0.03723905440732928
electric,0.4623209366089127,0.0807290504129247
scalable,0.4633193717812997,-0.30537837246048627
solar,0.4647096644910063,0.18881471735717978
things,0.46508350837137286,-0.3525747054347201
quantum,0.4664283288026091,0.13108922403446538
satellite,0.4672926594347253,0.1936519711164386
robot,0.47041632703836755,-0.18314582794009573
intelligent,0.4743237578015154,-0.3498140847884908
computational,0.47725137451095456,-0.08403840533386642
graph,0.4787490942932655,-0.10530099952440869
human computer,0.4799129724201707,-0.3411998839558288
computing,0.4806331668696081,-0.34252040616992613
wearable,0.4813746828739626,-0.09995469091757635
computer interaction,0.48400585423403425,-0.3462214163618912
deep,0.48542443034963,-0.1100212981863476
prediction,0.49352598018279753,0.06777016720709632
grid,0.4947053525852197,0.026175807953082476
cloud,0.4947483174965375,-0.32047487497829374
math,0.49677904182866156,0.008495033465959022
machine,0.4981473133289787,-0.1767088747208464
edge,0.4985001156373087,-0.20340975474379233
detecting,0.5000482082458695,0.04198395991528605
optimization,0.502444881573645,-0.07897433999682947
extraction,0.502764814007865,0.0697914577307857
accuracy,0.5053113440949762,-0.03820416612386282
http www,0.5058533439975427,0.028910540504455514
server,0.5066517174722353,-0.3015660706419458
segmentation,0.5089341267139501,-0.05202426180300676
precision,0.5116077450266303,-0.0014869182430442924
camera,0.513712012490565,-0.08640490254935705
results demonstrate,0.5164409054701191,-0.056613862601440294
attacks,0.5175783200197238,-0.2366337432240513
hardware,0.5266162784702639,-0.2655399032473399
layer,0.5269353446368713,0.12078002979438829
real time,0.535295464619158,-0.26033813656346044
machine learning,0.5355116307841699,-0.21067133852410033
detection,0.5359180519741698,0.05450476241530515
optimized,0.5374065015229403,0.06870260999485232
algorithms,0.5389960921899793,-0.15447904500997042
gesture,0.556860283362867,-0.2680761331995654
robustness,0.5644047487299597,-0.04127671620188166
noise,0.5707935760481848,0.10210320022587281
vector,0.5811204698540751,0.06631992276952264
algorithm,0.5840243185068851,-0.03840472089919546
signals,0.5866502332256184,0.0501388559740595
signal,0.5905943660215722,0.0940175140716443
sensing,0.5913452928827397,0.02866551378660824
fusion,0.6093971196029258,-0.08968652574608778
controller,0.6140562698661339,-0.10512734355685442
nodes,0.6258970044246132,-0.15693654691391504
sensors,0.6292038087763661,-0.13384836227057803
eeg,0.6475214941797556,0.05262520116706486
iot,0.6606219398491721,-0.3935042876197983
sensor,0.6682246240436001,-0.08999381696885214
wireless,0.6824150451315745,-0.256656995273784
latency,0.6884320375535641,-0.30233871127157574
internet things,0.6885747299897123,-0.4398020190661891
neural,0.6996792390554837,-0.09016766587451076
deep learning,0.7025470642590829,-0.21994189381773271
bci,0.7057424271946683,0.026902750610020593
things iot,0.7151989314949992,-0.45203473690489504
www org,0.7369261239484441,0.04278860508845434
xmlns,0.7396838135392453,0.043705038356870916
neural networks,0.7654161690426814,-0.18358267758899355
neural network,0.8013898899847138,-0.09785356399298943
cnn,0.8523537053110951,-0.16169940012951023
convolutional,0.8786216139473939,-0.15743449077627183
